"","season","date","team","game_num"
"14687","2010-2011","2011-04-10","CHA",80
"14688","2010-2011","2011-04-10","CHI",80
"14689","2010-2011","2011-04-10","DAL",80
"14690","2010-2011","2011-04-10","DET",80
"14691","2010-2011","2011-04-10","GSW",80
"14692","2010-2011","2011-04-10","IND",81
"14693","2010-2011","2011-04-10","LAL",80
"14694","2010-2011","2011-04-10","MEM",80
"14695","2010-2011","2011-04-10","MIA",80
"14696","2010-2011","2011-04-10","NOH",80
"14697","2010-2011","2011-04-10","NYK",80
"14698","2010-2011","2011-04-10","OKC",80
"14699","2010-2011","2011-04-10","ORL",80
"14700","2010-2011","2011-04-10","PHO",80
"14701","2010-2011","2011-04-10","SAC",80
"14702","2010-2011","2011-04-10","TOR",80
"14703","2010-2011","2011-04-11","ATL",81
"14704","2010-2011","2011-04-11","BOS",81
"14705","2010-2011","2011-04-11","BRK",81
"14706","2010-2011","2011-04-11","CHA",81
"14707","2010-2011","2011-04-11","CLE",81
"14708","2010-2011","2011-04-11","DAL",81
"14709","2010-2011","2011-04-11","DEN",81
"14710","2010-2011","2011-04-11","DET",81
"14711","2010-2011","2011-04-11","GSW",81
"14712","2010-2011","2011-04-11","HOU",81
"14713","2010-2011","2011-04-11","MIA",81
"14714","2010-2011","2011-04-11","MIL",81
"14715","2010-2011","2011-04-11","MIN",81
"14716","2010-2011","2011-04-11","NOH",81
"14717","2010-2011","2011-04-11","OKC",81
"14718","2010-2011","2011-04-11","ORL",81
"14719","2010-2011","2011-04-11","PHI",81
"14720","2010-2011","2011-04-11","PHO",81
"14721","2010-2011","2011-04-11","SAC",81
"14722","2010-2011","2011-04-11","TOR",81
"14723","2010-2011","2011-04-11","UTA",81
"14724","2010-2011","2011-04-11","WAS",81
"14725","2010-2011","2011-04-12","CHI",81
"14726","2010-2011","2011-04-12","LAL",81
"14727","2010-2011","2011-04-12","MEM",81
"14728","2010-2011","2011-04-12","NYK",81
"14729","2010-2011","2011-04-12","POR",81
"14730","2010-2011","2011-04-12","SAS",81
"14731","2010-2011","2011-04-13","ATL",82
"14732","2010-2011","2011-04-13","BOS",82
"14733","2010-2011","2011-04-13","BRK",82
"14734","2010-2011","2011-04-13","CHA",82
"14735","2010-2011","2011-04-13","CHI",82
"14736","2010-2011","2011-04-13","CLE",82
"14737","2010-2011","2011-04-13","DAL",82
"14738","2010-2011","2011-04-13","DEN",82
"14739","2010-2011","2011-04-13","DET",82
"14740","2010-2011","2011-04-13","GSW",82
"14741","2010-2011","2011-04-13","HOU",82
"14742","2010-2011","2011-04-13","IND",82
"14743","2010-2011","2011-04-13","LAC",82
"14744","2010-2011","2011-04-13","LAL",82
"14745","2010-2011","2011-04-13","MEM",82
"14746","2010-2011","2011-04-13","MIA",82
"14747","2010-2011","2011-04-13","MIL",82
"14748","2010-2011","2011-04-13","MIN",82
"14749","2010-2011","2011-04-13","NOH",82
"14750","2010-2011","2011-04-13","NYK",82
"14751","2010-2011","2011-04-13","OKC",82
"14752","2010-2011","2011-04-13","ORL",82
"14753","2010-2011","2011-04-13","PHI",82
"14754","2010-2011","2011-04-13","PHO",82
"14755","2010-2011","2011-04-13","POR",82
"14756","2010-2011","2011-04-13","SAC",82
"14757","2010-2011","2011-04-13","SAS",82
"14758","2010-2011","2011-04-13","TOR",82
"14759","2010-2011","2011-04-13","UTA",82
"14760","2010-2011","2011-04-13","WAS",82
"14761","2011-2012","2011-12-25","BOS",1
"14762","2011-2012","2011-12-25","CHI",1
"14763","2011-2012","2011-12-25","DAL",1
"14764","2011-2012","2011-12-25","GSW",1
"14765","2011-2012","2011-12-25","LAC",1
"14766","2011-2012","2011-12-25","LAL",1
"14767","2011-2012","2011-12-25","MIA",1
"14768","2011-2012","2011-12-25","NYK",1
"14769","2011-2012","2011-12-25","OKC",1
"14770","2011-2012","2011-12-25","ORL",1
"14771","2011-2012","2011-12-26","BRK",1
"14772","2011-2012","2011-12-26","CHA",1
"14773","2011-2012","2011-12-26","CHI",2
"14774","2011-2012","2011-12-26","CLE",1
"14775","2011-2012","2011-12-26","DAL",2
"14776","2011-2012","2011-12-26","DEN",1
"14777","2011-2012","2011-12-26","DET",1
"14778","2011-2012","2011-12-26","GSW",2
"14779","2011-2012","2011-12-26","HOU",1
"14780","2011-2012","2011-12-26","IND",1
"14781","2011-2012","2011-12-26","LAL",2
"14782","2011-2012","2011-12-26","MEM",1
"14783","2011-2012","2011-12-26","MIL",1
"14784","2011-2012","2011-12-26","MIN",1
"14785","2011-2012","2011-12-26","NOH",1
"14786","2011-2012","2011-12-26","OKC",2
"14787","2011-2012","2011-12-26","ORL",2
"14788","2011-2012","2011-12-26","PHI",1
"14789","2011-2012","2011-12-26","PHO",1
"14790","2011-2012","2011-12-26","POR",1
"14791","2011-2012","2011-12-26","SAC",1
"14792","2011-2012","2011-12-26","SAS",1
"14793","2011-2012","2011-12-26","TOR",1
"14794","2011-2012","2011-12-26","WAS",1
"14795","2011-2012","2011-12-27","ATL",1
"14796","2011-2012","2011-12-27","BOS",2
"14797","2011-2012","2011-12-27","BRK",2
"14798","2011-2012","2011-12-27","LAL",3
"14799","2011-2012","2011-12-27","MIA",2
"14800","2011-2012","2011-12-27","MIL",2
"14801","2011-2012","2011-12-27","MIN",2
"14802","2011-2012","2011-12-27","POR",2
"14803","2011-2012","2011-12-27","SAC",2
"14804","2011-2012","2011-12-27","UTA",1
"14805","2011-2012","2011-12-28","ATL",2
"14806","2011-2012","2011-12-28","BOS",3
"14807","2011-2012","2011-12-28","CHA",2
"14808","2011-2012","2011-12-28","CLE",2
"14809","2011-2012","2011-12-28","DEN",2
"14810","2011-2012","2011-12-28","DET",2
"14811","2011-2012","2011-12-28","GSW",3
"14812","2011-2012","2011-12-28","IND",2
"14813","2011-2012","2011-12-28","LAC",2
"14814","2011-2012","2011-12-28","MEM",2
"14815","2011-2012","2011-12-28","MIA",3
"14816","2011-2012","2011-12-28","NOH",2
"14817","2011-2012","2011-12-28","NYK",2
"14818","2011-2012","2011-12-28","OKC",3
"14819","2011-2012","2011-12-28","PHI",2
"14820","2011-2012","2011-12-28","PHO",2
"14821","2011-2012","2011-12-28","SAS",2
"14822","2011-2012","2011-12-28","TOR",2
"14823","2011-2012","2011-12-28","UTA",2
"14824","2011-2012","2011-12-28","WAS",2
"14825","2011-2012","2011-12-29","BRK",3
"14826","2011-2012","2011-12-29","CHI",3
"14827","2011-2012","2011-12-29","DAL",3
"14828","2011-2012","2011-12-29","DEN",3
"14829","2011-2012","2011-12-29","HOU",2
"14830","2011-2012","2011-12-29","LAL",4
"14831","2011-2012","2011-12-29","NYK",3
"14832","2011-2012","2011-12-29","OKC",4
"14833","2011-2012","2011-12-29","ORL",3
"14834","2011-2012","2011-12-29","POR",3
"14835","2011-2012","2011-12-29","SAC",3
"14836","2011-2012","2011-12-29","SAS",3
"14837","2011-2012","2011-12-30","ATL",3
"14838","2011-2012","2011-12-30","BOS",4
"14839","2011-2012","2011-12-30","BRK",4
"14840","2011-2012","2011-12-30","CHA",3
"14841","2011-2012","2011-12-30","CHI",4
"14842","2011-2012","2011-12-30","CLE",3
"14843","2011-2012","2011-12-30","DAL",4
"14844","2011-2012","2011-12-30","DET",3
"14845","2011-2012","2011-12-30","HOU",3
"14846","2011-2012","2011-12-30","IND",3
"14847","2011-2012","2011-12-30","LAC",3
"14848","2011-2012","2011-12-30","MEM",3
"14849","2011-2012","2011-12-30","MIA",4
"14850","2011-2012","2011-12-30","MIL",3
"14851","2011-2012","2011-12-30","MIN",3
"14852","2011-2012","2011-12-30","NOH",3
"14853","2011-2012","2011-12-30","ORL",4
"14854","2011-2012","2011-12-30","PHI",3
"14855","2011-2012","2011-12-30","PHO",3
"14856","2011-2012","2011-12-30","TOR",3
"14857","2011-2012","2011-12-30","UTA",3
"14858","2011-2012","2011-12-30","WAS",3
"14859","2011-2012","2011-12-31","ATL",4
"14860","2011-2012","2011-12-31","DEN",4
"14861","2011-2012","2011-12-31","DET",4
"14862","2011-2012","2011-12-31","GSW",4
"14863","2011-2012","2011-12-31","HOU",4
"14864","2011-2012","2011-12-31","IND",4
"14865","2011-2012","2011-12-31","LAL",5
"14866","2011-2012","2011-12-31","NYK",4
"14867","2011-2012","2011-12-31","OKC",5
"14868","2011-2012","2011-12-31","PHI",4
"14869","2011-2012","2011-12-31","PHO",4
"14870","2011-2012","2011-12-31","SAC",4
"14871","2011-2012","2011-12-31","SAS",4
"14872","2011-2012","2011-12-31","UTA",4
"14873","2011-2012","2012-01-01","BOS",5
"14874","2011-2012","2012-01-01","BRK",5
"14875","2011-2012","2012-01-01","CHA",4
"14876","2011-2012","2012-01-01","CHI",5
"14877","2011-2012","2012-01-01","CLE",4
"14878","2011-2012","2012-01-01","DAL",5
"14879","2011-2012","2012-01-01","DEN",5
"14880","2011-2012","2012-01-01","LAC",4
"14881","2011-2012","2012-01-01","LAL",6
"14882","2011-2012","2012-01-01","MEM",4
"14883","2011-2012","2012-01-01","MIA",5
"14884","2011-2012","2012-01-01","MIN",4
"14885","2011-2012","2012-01-01","NOH",4
"14886","2011-2012","2012-01-01","ORL",5
"14887","2011-2012","2012-01-01","POR",4
"14888","2011-2012","2012-01-01","SAC",5
"14889","2011-2012","2012-01-01","TOR",4
"14890","2011-2012","2012-01-01","WAS",4
"14891","2011-2012","2012-01-02","ATL",5
"14892","2011-2012","2012-01-02","BOS",6
"14893","2011-2012","2012-01-02","BRK",6
"14894","2011-2012","2012-01-02","DAL",6
"14895","2011-2012","2012-01-02","DEN",6
"14896","2011-2012","2012-01-02","DET",5
"14897","2011-2012","2012-01-02","GSW",5
"14898","2011-2012","2012-01-02","IND",5
"14899","2011-2012","2012-01-02","MIA",6
"14900","2011-2012","2012-01-02","MIL",4
"14901","2011-2012","2012-01-02","MIN",5
"14902","2011-2012","2012-01-02","NOH",5
"14903","2011-2012","2012-01-02","NYK",5
"14904","2011-2012","2012-01-02","OKC",6
"14905","2011-2012","2012-01-02","ORL",6
"14906","2011-2012","2012-01-02","PHO",5
"14907","2011-2012","2012-01-02","SAS",5
"14908","2011-2012","2012-01-02","TOR",5
"14909","2011-2012","2012-01-02","UTA",5
"14910","2011-2012","2012-01-02","WAS",5
"14911","2011-2012","2012-01-03","ATL",6
"14912","2011-2012","2012-01-03","CHA",5
"14913","2011-2012","2012-01-03","CHI",6
"14914","2011-2012","2012-01-03","CLE",5
"14915","2011-2012","2012-01-03","HOU",5
"14916","2011-2012","2012-01-03","LAL",7
"14917","2011-2012","2012-01-03","MEM",5
"14918","2011-2012","2012-01-03","MIL",5
"14919","2011-2012","2012-01-03","OKC",7
"14920","2011-2012","2012-01-03","POR",5
"14921","2011-2012","2012-01-03","SAC",6
"14922","2011-2012","2012-01-03","UTA",6
"14923","2011-2012","2012-01-04","BOS",7
"14924","2011-2012","2012-01-04","BRK",7
"14925","2011-2012","2012-01-04","CHA",6
"14926","2011-2012","2012-01-04","CHI",7
"14927","2011-2012","2012-01-04","CLE",6
"14928","2011-2012","2012-01-04","DAL",7
"14929","2011-2012","2012-01-04","DEN",7
"14930","2011-2012","2012-01-04","DET",6
"14931","2011-2012","2012-01-04","GSW",6
"14932","2011-2012","2012-01-04","HOU",6
"14933","2011-2012","2012-01-04","IND",6
"14934","2011-2012","2012-01-04","LAC",5
"14935","2011-2012","2012-01-04","MEM",6
"14936","2011-2012","2012-01-04","MIA",7
"14937","2011-2012","2012-01-04","MIN",6
"14938","2011-2012","2012-01-04","NOH",6
"14939","2011-2012","2012-01-04","NYK",6
"14940","2011-2012","2012-01-04","ORL",7
"14941","2011-2012","2012-01-04","PHI",5
"14942","2011-2012","2012-01-04","PHO",6
"14943","2011-2012","2012-01-04","SAC",7
"14944","2011-2012","2012-01-04","SAS",6
"14945","2011-2012","2012-01-04","TOR",6
"14946","2011-2012","2012-01-04","WAS",6
"14947","2011-2012","2012-01-05","ATL",7
"14948","2011-2012","2012-01-05","DAL",8
"14949","2011-2012","2012-01-05","LAL",8
"14950","2011-2012","2012-01-05","MIA",8
"14951","2011-2012","2012-01-05","MIL",6
"14952","2011-2012","2012-01-05","POR",6
"14953","2011-2012","2012-01-05","SAC",8
"14954","2011-2012","2012-01-05","SAS",7
"14955","2011-2012","2012-01-06","ATL",8
"14956","2011-2012","2012-01-06","BOS",8
"14957","2011-2012","2012-01-06","BRK",8
"14958","2011-2012","2012-01-06","CHA",7
"14959","2011-2012","2012-01-06","CHI",8
"14960","2011-2012","2012-01-06","CLE",7
"14961","2011-2012","2012-01-06","DEN",8
"14962","2011-2012","2012-01-06","DET",7
"14963","2011-2012","2012-01-06","GSW",7
"14964","2011-2012","2012-01-06","HOU",7
"14965","2011-2012","2012-01-06","IND",7
"14966","2011-2012","2012-01-06","LAL",9
"14967","2011-2012","2012-01-06","MEM",7
"14968","2011-2012","2012-01-06","MIN",7
"14969","2011-2012","2012-01-06","NOH",7
"14970","2011-2012","2012-01-06","NYK",7
"14971","2011-2012","2012-01-06","OKC",8
"14972","2011-2012","2012-01-06","ORL",8
"14973","2011-2012","2012-01-06","PHI",6
"14974","2011-2012","2012-01-06","PHO",7
"14975","2011-2012","2012-01-06","POR",7
"14976","2011-2012","2012-01-06","TOR",7
"14977","2011-2012","2012-01-06","UTA",7
"14978","2011-2012","2012-01-06","WAS",7
"14979","2011-2012","2012-01-07","ATL",9
"14980","2011-2012","2012-01-07","BRK",9
"14981","2011-2012","2012-01-07","CHA",8
"14982","2011-2012","2012-01-07","CHI",9
"14983","2011-2012","2012-01-07","DAL",9
"14984","2011-2012","2012-01-07","DEN",9
"14985","2011-2012","2012-01-07","DET",8
"14986","2011-2012","2012-01-07","GSW",8
"14987","2011-2012","2012-01-07","HOU",8
"14988","2011-2012","2012-01-07","IND",8
"14989","2011-2012","2012-01-07","LAC",6
"14990","2011-2012","2012-01-07","MIA",9
"14991","2011-2012","2012-01-07","MIL",7
"14992","2011-2012","2012-01-07","NOH",8
"14993","2011-2012","2012-01-07","NYK",8
"14994","2011-2012","2012-01-07","OKC",9
"14995","2011-2012","2012-01-07","PHI",7
"14996","2011-2012","2012-01-07","SAS",8
"14997","2011-2012","2012-01-07","TOR",8
"14998","2011-2012","2012-01-07","UTA",8
"14999","2011-2012","2012-01-08","CLE",8
"15000","2011-2012","2012-01-08","LAL",10
"15001","2011-2012","2012-01-08","MEM",8
"15002","2011-2012","2012-01-08","MIL",8
"15003","2011-2012","2012-01-08","MIN",8
"15004","2011-2012","2012-01-08","OKC",10
"15005","2011-2012","2012-01-08","ORL",9
"15006","2011-2012","2012-01-08","PHO",8
"15007","2011-2012","2012-01-08","POR",8
"15008","2011-2012","2012-01-08","SAC",9
"15009","2011-2012","2012-01-08","SAS",9
"15010","2011-2012","2012-01-08","WAS",8
"15011","2011-2012","2012-01-09","ATL",10
"15012","2011-2012","2012-01-09","BRK",10
"15013","2011-2012","2012-01-09","CHA",9
"15014","2011-2012","2012-01-09","CHI",10
"15015","2011-2012","2012-01-09","DEN",10
"15016","2011-2012","2012-01-09","DET",9
"15017","2011-2012","2012-01-09","IND",9
"15018","2011-2012","2012-01-09","MIN",9
"15019","2011-2012","2012-01-09","NOH",9
"15020","2011-2012","2012-01-09","NYK",9
"15021","2011-2012","2012-01-09","PHI",8
"15022","2011-2012","2012-01-09","TOR",9
"15023","2011-2012","2012-01-10","CHA",10
"15024","2011-2012","2012-01-10","CHI",11
"15025","2011-2012","2012-01-10","CLE",9
"15026","2011-2012","2012-01-10","DAL",10
"15027","2011-2012","2012-01-10","DET",10
"15028","2011-2012","2012-01-10","GSW",9
"15029","2011-2012","2012-01-10","HOU",9
"15030","2011-2012","2012-01-10","LAC",7
"15031","2011-2012","2012-01-10","LAL",11
"15032","2011-2012","2012-01-10","MEM",9
"15033","2011-2012","2012-01-10","MIA",10
"15034","2011-2012","2012-01-10","MIL",9
"15035","2011-2012","2012-01-10","MIN",10
"15036","2011-2012","2012-01-10","OKC",11
"15037","2011-2012","2012-01-10","PHI",9
"15038","2011-2012","2012-01-10","PHO",9
"15039","2011-2012","2012-01-10","POR",9
"15040","2011-2012","2012-01-10","SAC",10
"15041","2011-2012","2012-01-10","SAS",10
"15042","2011-2012","2012-01-10","TOR",10
"15043","2011-2012","2012-01-10","UTA",9
"15044","2011-2012","2012-01-10","WAS",9
"15045","2011-2012","2012-01-11","ATL",11
"15046","2011-2012","2012-01-11","BOS",9
"15047","2011-2012","2012-01-11","BRK",11
"15048","2011-2012","2012-01-11","CHI",12
"15049","2011-2012","2012-01-11","DAL",11
"15050","2011-2012","2012-01-11","DEN",11
"15051","2011-2012","2012-01-11","HOU",10
"15052","2011-2012","2012-01-11","IND",10
"15053","2011-2012","2012-01-11","LAC",8
"15054","2011-2012","2012-01-11","LAL",12
"15055","2011-2012","2012-01-11","MIA",11
"15056","2011-2012","2012-01-11","NOH",10
"15057","2011-2012","2012-01-11","NYK",10
"15058","2011-2012","2012-01-11","OKC",12
"15059","2011-2012","2012-01-11","ORL",10
"15060","2011-2012","2012-01-11","PHI",10
"15061","2011-2012","2012-01-11","POR",10
"15062","2011-2012","2012-01-11","SAC",11
"15063","2011-2012","2012-01-11","SAS",11
"15064","2011-2012","2012-01-11","TOR",11
"15065","2011-2012","2012-01-11","UTA",10
"15066","2011-2012","2012-01-11","WAS",10
"15067","2011-2012","2012-01-12","ATL",12
"15068","2011-2012","2012-01-12","CHA",11
"15069","2011-2012","2012-01-12","CLE",10
"15070","2011-2012","2012-01-12","DET",11
"15071","2011-2012","2012-01-12","GSW",10
"15072","2011-2012","2012-01-12","MEM",10
"15073","2011-2012","2012-01-12","MIL",10
"15074","2011-2012","2012-01-12","NYK",11
"15075","2011-2012","2012-01-12","ORL",11
"15076","2011-2012","2012-01-12","PHO",10
"15077","2011-2012","2012-01-13","BOS",10
"15078","2011-2012","2012-01-13","BRK",12
"15079","2011-2012","2012-01-13","CHA",12
"15080","2011-2012","2012-01-13","CHI",13
"15081","2011-2012","2012-01-13","CLE",11
"15082","2011-2012","2012-01-13","DAL",12
"15083","2011-2012","2012-01-13","DEN",12
"15084","2011-2012","2012-01-13","DET",12
"15085","2011-2012","2012-01-13","HOU",11
"15086","2011-2012","2012-01-13","IND",11
"15087","2011-2012","2012-01-13","LAL",13
"15088","2011-2012","2012-01-13","MIA",12
"15089","2011-2012","2012-01-13","MIL",11
"15090","2011-2012","2012-01-13","MIN",11
"15091","2011-2012","2012-01-13","NOH",11
"15092","2011-2012","2012-01-13","PHI",11
"15093","2011-2012","2012-01-13","PHO",11
"15094","2011-2012","2012-01-13","POR",11
"15095","2011-2012","2012-01-13","SAC",12
"15096","2011-2012","2012-01-13","SAS",12
"15097","2011-2012","2012-01-13","TOR",12
"15098","2011-2012","2012-01-13","WAS",11
"15099","2011-2012","2012-01-14","ATL",13
"15100","2011-2012","2012-01-14","BOS",11
"15101","2011-2012","2012-01-14","BRK",13
"15102","2011-2012","2012-01-14","CHA",13
"15103","2011-2012","2012-01-14","CHI",14
"15104","2011-2012","2012-01-14","DAL",13
"15105","2011-2012","2012-01-14","GSW",11
"15106","2011-2012","2012-01-14","HOU",12
"15107","2011-2012","2012-01-14","IND",12
"15108","2011-2012","2012-01-14","LAC",9
"15109","2011-2012","2012-01-14","LAL",14
"15110","2011-2012","2012-01-14","MEM",11
"15111","2011-2012","2012-01-14","MIN",12
"15112","2011-2012","2012-01-14","NOH",12
"15113","2011-2012","2012-01-14","NYK",12
"15114","2011-2012","2012-01-14","OKC",13
"15115","2011-2012","2012-01-14","PHI",12
"15116","2011-2012","2012-01-14","POR",12
"15117","2011-2012","2012-01-14","SAC",13
"15118","2011-2012","2012-01-14","TOR",13
"15119","2011-2012","2012-01-14","UTA",11
"15120","2011-2012","2012-01-14","WAS",12
"15121","2011-2012","2012-01-15","DEN",13
"15122","2011-2012","2012-01-15","DET",13
"15123","2011-2012","2012-01-15","GSW",12
"15124","2011-2012","2012-01-15","PHO",12
"15125","2011-2012","2012-01-15","SAS",13
"15126","2011-2012","2012-01-15","UTA",12
"15127","2011-2012","2012-01-16","ATL",14
"15128","2011-2012","2012-01-16","BOS",12
"15129","2011-2012","2012-01-16","BRK",14
"15130","2011-2012","2012-01-16","CHA",14
"15131","2011-2012","2012-01-16","CHI",15
"15132","2011-2012","2012-01-16","CLE",12
"15133","2011-2012","2012-01-16","DAL",14
"15134","2011-2012","2012-01-16","HOU",13
"15135","2011-2012","2012-01-16","LAC",10
"15136","2011-2012","2012-01-16","LAL",15
"15137","2011-2012","2012-01-16","MEM",12
"15138","2011-2012","2012-01-16","MIL",12
"15139","2011-2012","2012-01-16","MIN",13
"15140","2011-2012","2012-01-16","NOH",13
"15141","2011-2012","2012-01-16","NYK",13
"15142","2011-2012","2012-01-16","OKC",14
"15143","2011-2012","2012-01-16","ORL",12
"15144","2011-2012","2012-01-16","PHI",13
"15145","2011-2012","2012-01-16","POR",13
"15146","2011-2012","2012-01-16","SAC",14
"15147","2011-2012","2012-01-16","TOR",14
"15148","2011-2012","2012-01-16","WAS",13
"15149","2011-2012","2012-01-17","CHA",15
"15150","2011-2012","2012-01-17","CHI",16
"15151","2011-2012","2012-01-17","CLE",13
"15152","2011-2012","2012-01-17","DEN",14
"15153","2011-2012","2012-01-17","DET",14
"15154","2011-2012","2012-01-17","GSW",13
